time,Open,High,Low,Close,Volume,SPY_Close,VIX_Close
2025-06-09 16:30:00,1841.6107382550335,1845.3493746228212,1841.034900274557,1841.6107382550335,82.40731647244809,49.19,15.0
2025-06-09 16:45:00,1841.613660709422,1846.688640893518,1840.071197804339,1844.8323824952902,73.34197761077719,49.16,15.0
2025-06-09 17:00:00,1844.452206272773,1846.6593994459447,1826.3903648744013,1827.7971140433776,65.81990410056574,49.28,15.0
2025-06-09 17:15:00,1827.5607446090667,1833.7833988669774,1827.3771850876499,1833.5408895523412,141.82825911426667,49.33,15.0
2025-06-09 17:30:00,1833.3412348085897,1845.5285535733217,1832.8148748309643,1844.5183711020732,135.386885420346,49.19,15.0
2025-06-09 17:45:00,1844.85565586847,1844.9810958166581,1826.64615064081,1828.073908283931,138.92951035320633,49.45,15.0
2025-06-09 18:00:00,1828.4837382402557,1831.177080063244,1807.5820103781261,1807.9451198424658,143.24356527442026,49.83,15.0
2025-06-09 18:15:00,1807.7806468503152,1810.441204838852,1806.861638401063,1809.6735592870166,82.91064089613592,49.8,15.0
2025-06-09 18:30:00,1809.6268539740297,1810.0772531063756,1808.3740695581714,1809.040669385096,53.39562433008818,49.8,15.0
2025-06-09 18:45:00,1809.159745834185,1810.880307241943,1808.591264316322,1809.7665460542244,43.310455598986074,49.76,15.0
2025-06-09 19:00:00,1809.693939306691,1810.3785183656867,1806.3059397957861,1806.8652205154197,54.57542342651395,49.76,15.0
2025-06-09 19:15:00,1806.8770277294182,1814.1783284339997,1806.7632519422395,1813.3772889133404,78.24359057439472,49.84,15.0
2025-06-09 19:30:00,1813.436905984258,1818.5620236362545,1812.396527817243,1818.5224187820072,114.59406670746564,49.83,15.0
2025-06-09 19:45:00,1818.6466990704776,1822.3852362086238,1817.776964003469,1821.745274307392,123.11581546643502,50.06,15.0
2025-06-09 20:00:00,1821.8018308667156,1833.1677442589398,1819.3795658979561,1832.9951668308943,83.93482454662062,50.24,15.0
2025-06-09 20:15:00,1832.8219867248056,1839.5046645221882,1831.962804898409,1838.7946113356568,144.23790651086676,50.35,15.0
2025-06-09 20:30:00,1838.6603222274307,1840.373369242154,1832.3198192692469,1832.8585726031656,65.60738931311998,50.55,15.0
2025-06-09 20:45:00,1832.7144136676136,1834.363646267975,1832.3905393354141,1834.3516251565752,94.41657915563633,50.44,15.0
2025-06-09 21:00:00,1833.7063535866714,1834.1530216569354,1817.663485585462,1817.9724138884326,163.40673698114009,50.11,15.0
2025-06-09 21:15:00,1817.9480941268591,1827.3536516615218,1817.03627156638,1827.1160060880848,111.08554061758971,50.31,15.0
2025-06-09 21:30:00,1827.1852050663613,1827.6208547343067,1827.1082080224855,1827.1385032926978,99.14614793070587,50.24,15.0
2025-06-09 21:45:00,1826.9922352890785,1827.4170167024874,1826.7583231906813,1827.3594997308305,101.84450914101511,50.28,15.0
2025-06-09 22:00:00,1827.4231388481467,1828.6614452811727,1820.5669894461792,1820.9256822505356,173.09664642207736,50.1,15.0
2025-06-09 22:15:00,1821.025458738285,1828.3757604034229,1820.4621210185528,1827.4393973607293,183.04947989331754,50.1,15.0
2025-06-09 22:30:00,1827.050121394183,1828.2664565772131,1824.5342803749381,1825.7261947385603,283.92417370824455,49.94,15.0
2025-06-09 22:45:00,1825.665980647043,1827.3556994382031,1821.628223622112,1822.4427972072592,1363.4810650654626,49.88,15.0
2025-06-09 23:00:00,1822.4427972072592,1823.16407351711,1822.4427972072592,1823.16407351711,183.79250618265803,49.88,15.0
2025-06-10 16:30:00,1824.064803825142,1865.9673530184905,1819.3317289341599,1856.9167585290947,156.54774722453857,50.05,15.0
2025-06-10 16:45:00,1855.8265945248727,1868.747241164203,1853.9359636926397,1867.6993179046337,179.67155290242246,50.51,15.0
2025-06-10 17:00:00,1867.9923266374626,1874.5980847239189,1866.3454030802025,1873.084179644688,1016.2737415905467,50.39,15.0
2025-06-10 17:15:00,1872.545365423485,1891.362848546494,1870.0863791365148,1886.4619160091409,1156.9849845685533,50.77,15.0
2025-06-10 17:30:00,1886.6450598443826,1907.7190871724379,1885.4656246672141,1906.9614209534295,183.75919030475666,50.87,15.0
2025-06-10 17:45:00,1906.727412300679,1910.4509513567743,1900.8829057371127,1902.2817875877236,141.99989521369957,51.15,15.0
2025-06-10 18:00:00,1902.2525644816542,1902.6451490044794,1887.5970146107452,1890.0327320162942,361.3137658085162,51.08,15.0
2025-06-10 18:15:00,1889.7137380738054,1896.1353005263252,1872.4216876811279,1874.3114745135697,261.81797679936034,51.51,15.0
2025-06-10 18:30:00,1874.3129468533841,1886.117796574454,1871.4273947240579,1883.0109201236778,267.69680864323766,51.32,15.0
2025-06-10 18:45:00,1882.8726568527493,1894.2044968188457,1881.577044658292,1892.3097126209348,166.40617026381494,51.32,15.0
2025-06-10 19:00:00,1892.2410166583236,1892.4571237549214,1888.7691475997374,1889.602970200558,254.15180653887185,51.27,15.0
2025-06-10 19:15:00,1889.2416927871952,1891.5658513948954,1876.6684117329196,1878.9251277864857,98.74428833469108,51.24,15.0
2025-06-10 19:30:00,1879.0031203043015,1879.3017262637875,1872.9499105461148,1873.4348235965133,102.1698508879893,51.24,15.0
2025-06-10 19:45:00,1873.4589709760157,1877.9759630478877,1873.3794326099037,1876.695387813342,99.74643299016283,51.31,15.0
2025-06-10 20:00:00,1876.335650875975,1882.4742641439059,1875.9203385209285,1881.9449222774226,130.29977357424363,51.28,15.0
2025-06-10 20:15:00,1882.0606631809433,1884.6138759975856,1881.2667140432668,1883.923228316798,82.4090393458153,51.34,15.0
2025-06-10 20:30:00,1883.8821297461968,1884.447670377987,1876.1138526874392,1876.2902595081323,96.30005945239317,51.18,15.0
2025-06-10 20:45:00,1876.3159723581168,1877.0083858542755,1875.544258104896,1875.9650493670426,90.02966421126902,51.03,15.0
2025-06-10 21:00:00,1876.175702176715,1876.27332204098,1873.7537047692917,1875.3022102637867,124.37282408335297,50.86,15.0
2025-06-10 21:15:00,1875.3613425646004,1877.118938874252,1874.9964586507153,1875.3834748491377,115.7348793485396,50.76,15.0
2025-06-10 21:30:00,1875.618079511915,1882.9918094799837,1875.0346970750466,1880.712525693426,164.8687506618184,50.7,15.0
2025-06-10 21:45:00,1880.6161764049587,1884.4776497210512,1878.7647929449138,1884.2482704500749,181.77973923151262,50.94,15.0
2025-06-10 22:00:00,1884.4784684413582,1889.6322451953567,1883.5658741398927,1888.6678033704693,143.11080392992324,50.91,15.0
2025-06-10 22:15:00,1888.68994803846,1889.1056480552068,1887.5468140524554,1888.2083092197058,139.42699788820323,50.93,15.0
2025-06-10 22:30:00,1888.2782410584757,1889.5611506610555,1887.8504619456128,1888.4982688450104,284.25888850837765,50.91,15.0
2025-06-10 22:45:00,1888.729239971797,1908.1723991065144,1885.813490881952,1904.09288652138,1515.3646181665936,51.39,15.0
2025-06-10 23:00:00,1904.09288652138,1904.09288652138,1902.7553348250676,1902.7553348250676,143.17176360719537,51.4,15.0
2025-06-11 16:30:00,1903.6650636041586,1905.8645591639292,1892.962108139131,1894.874030406889,560.5942927503319,52.57,15.0
2025-06-11 16:45:00,1894.4891325327942,1896.4142272622994,1873.3548266932582,1876.1091894250212,362.8308129665176,52.16,15.0
